,name,min_salary,max_salary,currency,vacancy_url,site_url,company,address
205,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
206,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
207,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
208,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
209,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
210,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
211,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
212,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
213,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
214,Junior Data Engineer (Python),150000.0,190000.0,руб.,https://belgorod.hh.ru/vacancy/50637406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,DataFork,"Москва, Выставочная и еще 2 "
215,"Python-разработчик (Django, DRF)",60000.0,150000.0,руб.,https://belgorod.hh.ru/vacancy/39736489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Фабрика Решений,"Москва, Сухаревская"
216,Разработчик Python удаленно,200000.0,,руб.,https://belgorod.hh.ru/vacancy/52878410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Доверенная среда,Москва
217,Python backend разработчик,190000.0,250000.0,руб.,https://belgorod.hh.ru/vacancy/52296926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,UAB Softeka,Москва
218,Программист Python,200000.0,270000.0,руб.,https://belgorod.hh.ru/vacancy/52545351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Seller24,Москва
219,"Разработчик backend (Python), middle",150000.0,,руб.,https://belgorod.hh.ru/vacancy/52609171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО А17,Москва
220,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
221,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
222,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
223,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
224,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
225,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
226,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
227,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
228,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
229,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
230,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
231,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
232,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
233,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
234,Junior Data Engineer (Python),150000.0,190000.0,руб.,https://belgorod.hh.ru/vacancy/50637406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,DataFork,"Москва, Выставочная и еще 2 "
235,"Python-разработчик (Django, DRF)",60000.0,150000.0,руб.,https://belgorod.hh.ru/vacancy/39736489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Фабрика Решений,"Москва, Сухаревская"
236,Разработчик Python удаленно,200000.0,,руб.,https://belgorod.hh.ru/vacancy/52878410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Доверенная среда,Москва
237,Python backend разработчик,190000.0,250000.0,руб.,https://belgorod.hh.ru/vacancy/52296926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,UAB Softeka,Москва
238,Программист Python,200000.0,270000.0,руб.,https://belgorod.hh.ru/vacancy/52545351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Seller24,Москва
239,"Разработчик backend (Python), middle",150000.0,,руб.,https://belgorod.hh.ru/vacancy/52609171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО А17,Москва
240,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
241,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
242,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
243,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
244,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
245,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
246,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
247,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
248,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
249,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
250,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
251,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
252,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
253,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
254,Junior Data Engineer (Python),150000.0,190000.0,руб.,https://belgorod.hh.ru/vacancy/50637406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,DataFork,"Москва, Выставочная и еще 2 "
255,"Python-разработчик (Django, DRF)",60000.0,150000.0,руб.,https://belgorod.hh.ru/vacancy/39736489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Фабрика Решений,"Москва, Сухаревская"
256,Разработчик Python удаленно,200000.0,,руб.,https://belgorod.hh.ru/vacancy/52878410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Доверенная среда,Москва
257,Python backend разработчик,190000.0,250000.0,руб.,https://belgorod.hh.ru/vacancy/52296926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,UAB Softeka,Москва
258,Программист Python,200000.0,270000.0,руб.,https://belgorod.hh.ru/vacancy/52545351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Seller24,Москва
259,"Разработчик backend (Python), middle",150000.0,,руб.,https://belgorod.hh.ru/vacancy/52609171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО А17,Москва
260,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
261,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
262,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
263,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
264,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
265,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
266,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
267,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
268,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
269,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
270,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
271,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
272,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
273,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
274,Junior Data Engineer (Python),150000.0,190000.0,руб.,https://belgorod.hh.ru/vacancy/50637406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,DataFork,"Москва, Выставочная и еще 2 "
275,"Python-разработчик (Django, DRF)",60000.0,150000.0,руб.,https://belgorod.hh.ru/vacancy/39736489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Фабрика Решений,"Москва, Сухаревская"
276,Разработчик Python удаленно,200000.0,,руб.,https://belgorod.hh.ru/vacancy/52878410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Доверенная среда,Москва
277,Python backend разработчик,190000.0,250000.0,руб.,https://belgorod.hh.ru/vacancy/52296926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,UAB Softeka,Москва
278,Программист Python,200000.0,270000.0,руб.,https://belgorod.hh.ru/vacancy/52545351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Seller24,Москва
279,"Разработчик backend (Python), middle",150000.0,,руб.,https://belgorod.hh.ru/vacancy/52609171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО А17,Москва
280,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
281,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
282,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
283,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
284,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
285,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
286,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
287,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
288,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
289,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
290,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
291,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
292,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
293,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
294,Junior Data Engineer (Python),150000.0,190000.0,руб.,https://belgorod.hh.ru/vacancy/50637406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,DataFork,"Москва, Выставочная и еще 2 "
295,"Python-разработчик (Django, DRF)",60000.0,150000.0,руб.,https://belgorod.hh.ru/vacancy/39736489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Фабрика Решений,"Москва, Сухаревская"
296,Разработчик Python удаленно,200000.0,,руб.,https://belgorod.hh.ru/vacancy/52878410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Доверенная среда,Москва
297,Python backend разработчик,190000.0,250000.0,руб.,https://belgorod.hh.ru/vacancy/52296926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,UAB Softeka,Москва
298,Программист Python,200000.0,270000.0,руб.,https://belgorod.hh.ru/vacancy/52545351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Seller24,Москва
299,"Разработчик backend (Python), middle",150000.0,,руб.,https://belgorod.hh.ru/vacancy/52609171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО А17,Москва
300,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
301,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
302,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
303,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
304,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
305,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
306,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
307,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
308,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
309,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
310,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
311,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
312,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
313,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
314,Junior Data Engineer (Python),150000.0,190000.0,руб.,https://belgorod.hh.ru/vacancy/50637406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,DataFork,"Москва, Выставочная и еще 2 "
315,"Python-разработчик (Django, DRF)",60000.0,150000.0,руб.,https://belgorod.hh.ru/vacancy/39736489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Фабрика Решений,"Москва, Сухаревская"
316,Разработчик Python удаленно,200000.0,,руб.,https://belgorod.hh.ru/vacancy/52878410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Доверенная среда,Москва
317,Python backend разработчик,190000.0,250000.0,руб.,https://belgorod.hh.ru/vacancy/52296926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,UAB Softeka,Москва
318,Программист Python,200000.0,270000.0,руб.,https://belgorod.hh.ru/vacancy/52545351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Seller24,Москва
319,"Разработчик backend (Python), middle",150000.0,,руб.,https://belgorod.hh.ru/vacancy/52609171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО А17,Москва
320,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
321,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
322,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
323,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
324,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
325,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
326,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
327,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
328,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
329,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
330,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
331,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
332,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
333,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
