,name,min_salary,max_salary,currency,vacancy_url,site_url,company,address
0,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
1,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
2,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
3,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
4,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
5,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
6,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
7,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
8,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
9,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
10,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
11,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
12,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
13,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
14,Junior Data Engineer (Python),150000.0,190000.0,руб.,https://belgorod.hh.ru/vacancy/50637406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,DataFork,"Москва, Выставочная и еще 2 "
15,"Python-разработчик (Django, DRF)",60000.0,150000.0,руб.,https://belgorod.hh.ru/vacancy/39736489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Фабрика Решений,"Москва, Сухаревская"
16,Разработчик Python удаленно,200000.0,,руб.,https://belgorod.hh.ru/vacancy/52878410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Доверенная среда,Москва
17,Python backend разработчик,190000.0,250000.0,руб.,https://belgorod.hh.ru/vacancy/52296926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,UAB Softeka,Москва
18,Программист Python,200000.0,270000.0,руб.,https://belgorod.hh.ru/vacancy/52545351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Seller24,Москва
19,"Разработчик backend (Python), middle",150000.0,,руб.,https://belgorod.hh.ru/vacancy/52609171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО А17,Москва
20,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
21,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
22,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
23,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
24,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
25,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
26,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
27,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
28,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
29,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
30,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
31,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
32,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
33,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
34,Junior Data Engineer (Python),150000.0,190000.0,руб.,https://belgorod.hh.ru/vacancy/50637406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,DataFork,"Москва, Выставочная и еще 2 "
35,"Python-разработчик (Django, DRF)",60000.0,150000.0,руб.,https://belgorod.hh.ru/vacancy/39736489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Фабрика Решений,"Москва, Сухаревская"
36,Разработчик Python удаленно,200000.0,,руб.,https://belgorod.hh.ru/vacancy/52878410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Доверенная среда,Москва
37,Python backend разработчик,190000.0,250000.0,руб.,https://belgorod.hh.ru/vacancy/52296926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,UAB Softeka,Москва
38,Программист Python,200000.0,270000.0,руб.,https://belgorod.hh.ru/vacancy/52545351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Seller24,Москва
39,"Разработчик backend (Python), middle",150000.0,,руб.,https://belgorod.hh.ru/vacancy/52609171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО А17,Москва
40,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
41,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
42,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
43,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
44,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
45,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
46,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
47,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
48,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
49,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
50,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
51,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
52,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
53,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
54,Junior Data Engineer (Python),150000.0,190000.0,руб.,https://belgorod.hh.ru/vacancy/50637406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,DataFork,"Москва, Выставочная и еще 2 "
55,"Python-разработчик (Django, DRF)",60000.0,150000.0,руб.,https://belgorod.hh.ru/vacancy/39736489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Фабрика Решений,"Москва, Сухаревская"
56,Разработчик Python удаленно,200000.0,,руб.,https://belgorod.hh.ru/vacancy/52878410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Доверенная среда,Москва
57,Python backend разработчик,190000.0,250000.0,руб.,https://belgorod.hh.ru/vacancy/52296926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,UAB Softeka,Москва
58,Программист Python,200000.0,270000.0,руб.,https://belgorod.hh.ru/vacancy/52545351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Seller24,Москва
59,"Разработчик backend (Python), middle",150000.0,,руб.,https://belgorod.hh.ru/vacancy/52609171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО А17,Москва
60,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
61,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
62,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
63,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
64,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
65,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
66,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
67,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
68,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
69,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
70,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
71,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
72,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
73,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
74,Junior Data Engineer (Python),150000.0,190000.0,руб.,https://belgorod.hh.ru/vacancy/50637406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,DataFork,"Москва, Выставочная и еще 2 "
75,"Python-разработчик (Django, DRF)",60000.0,150000.0,руб.,https://belgorod.hh.ru/vacancy/39736489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Фабрика Решений,"Москва, Сухаревская"
76,Разработчик Python удаленно,200000.0,,руб.,https://belgorod.hh.ru/vacancy/52878410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Доверенная среда,Москва
77,Python backend разработчик,190000.0,250000.0,руб.,https://belgorod.hh.ru/vacancy/52296926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,UAB Softeka,Москва
78,Программист Python,200000.0,270000.0,руб.,https://belgorod.hh.ru/vacancy/52545351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Seller24,Москва
79,"Разработчик backend (Python), middle",150000.0,,руб.,https://belgorod.hh.ru/vacancy/52609171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО А17,Москва
80,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
81,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
82,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
83,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
84,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
85,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
86,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
87,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
88,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
89,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
90,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
91,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
92,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
93,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
94,Junior Data Engineer (Python),150000.0,190000.0,руб.,https://belgorod.hh.ru/vacancy/50637406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,DataFork,"Москва, Выставочная и еще 2 "
95,"Python-разработчик (Django, DRF)",60000.0,150000.0,руб.,https://belgorod.hh.ru/vacancy/39736489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Фабрика Решений,"Москва, Сухаревская"
96,Разработчик Python удаленно,200000.0,,руб.,https://belgorod.hh.ru/vacancy/52878410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Доверенная среда,Москва
97,Python backend разработчик,190000.0,250000.0,руб.,https://belgorod.hh.ru/vacancy/52296926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,UAB Softeka,Москва
98,Программист Python,200000.0,270000.0,руб.,https://belgorod.hh.ru/vacancy/52545351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Seller24,Москва
99,"Разработчик backend (Python), middle",150000.0,,руб.,https://belgorod.hh.ru/vacancy/52609171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО А17,Москва
100,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
101,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
102,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
103,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
104,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
105,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
106,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
107,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
108,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
109,QA engineer,,,,https://belgorod.hh.ru/vacancy/50585453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
110,Преподаватель курсов программирования (удалённо),,100000.0,руб.,https://belgorod.hh.ru/vacancy/53092413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Школа программирования Kodland,Москва
111,QA специалист в команду Биллинга,,,,https://belgorod.hh.ru/vacancy/47251783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,Москва
112,Junior разработчик Python Django,40000.0,80000.0,руб.,https://belgorod.hh.ru/vacancy/52203762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Инсейлс Рус,"Москва, Комсомольская"
113,Python разработчик,,380000.0,руб.,https://belgorod.hh.ru/vacancy/49590587?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Точка,Москва
114,Junior Data Engineer (Python),150000.0,190000.0,руб.,https://belgorod.hh.ru/vacancy/50637406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,DataFork,"Москва, Выставочная и еще 2 "
115,"Python-разработчик (Django, DRF)",60000.0,150000.0,руб.,https://belgorod.hh.ru/vacancy/39736489?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Фабрика Решений,"Москва, Сухаревская"
116,Разработчик Python удаленно,200000.0,,руб.,https://belgorod.hh.ru/vacancy/52878410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО Доверенная среда,Москва
117,Python backend разработчик,190000.0,250000.0,руб.,https://belgorod.hh.ru/vacancy/52296926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,UAB Softeka,Москва
118,Программист Python,200000.0,270000.0,руб.,https://belgorod.hh.ru/vacancy/52545351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Seller24,Москва
119,"Разработчик backend (Python), middle",150000.0,,руб.,https://belgorod.hh.ru/vacancy/52609171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО А17,Москва
120,"Data Analyst \ Аналитик данных (BI, SQL, Python, Data Science)",170000.0,210000.0,руб.,https://belgorod.hh.ru/vacancy/49881796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter:: IT,"Москва, Алексеевская"
121,Data Scientist (команда Поиска),,,,https://belgorod.hh.ru/vacancy/46048820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Analytics/Data Science,"Москва, Алексеевская"
122,Python developer,3500.0,,USD,https://belgorod.hh.ru/vacancy/52830122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Unikoom,Москва
123,Специалист по тестированию,,,,https://belgorod.hh.ru/vacancy/40585500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::QA,"Москва, Алексеевская"
124,Аналитик данных,,,,https://belgorod.hh.ru/vacancy/46241509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,ООО HeadHunter::Департамент коммерческих операций,"Москва, Алексеевская"
125,Специалист DevOps,,,,https://belgorod.hh.ru/vacancy/51911001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер для экспертов,Москва
126,Data-аналитик (Анализ цены),,,,https://belgorod.hh.ru/vacancy/53032262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Домклик,Москва
127,Scala разработчик,,,,https://belgorod.hh.ru/vacancy/51882397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,Сбер. IT,Москва
128,DevOps специалист (удалённая работа),200000.0,,руб.,https://belgorod.hh.ru/vacancy/50931935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,https://belgorod.hh.ru/,EGGНEADS,Москва
